"RelativePath","FullPath","Size","UTF8BOM","Alpha","NoMip","Format","Text"
"textures\animal baboon map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal baboon map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal bear corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal bear corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal bear corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal bear corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal bear map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal bear map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal bearlaser beam map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal bearlaser beam map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal bearlaser cape map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal bearlaser cape map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal bearlaser map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal bearlaser map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal boar corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal boar corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal boar corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal boar corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal boar map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal boar map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal camel map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal camel map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal caribou antlers map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal caribou antlers map.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\animal caribou corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal caribou corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal caribou corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal caribou corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal caribou map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal caribou map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal chicken corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal chicken corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal chicken corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal chicken corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal chicken map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal chicken map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal chicken.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal chicken.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\animal cow a map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal cow a map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal cow b map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal cow b map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal cow c map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal cow c map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal cow corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal cow corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal cow corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal cow corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal cow map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal cow map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal crocodile corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal crocodile corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal crocodile corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal crocodile corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal crocodile map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal crocodile map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal crowned crane corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal crowned crane corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal crowned crane corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal crowned crane corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal crowned crane map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal crowned crane map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal deer corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal deer corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal deer corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal deer corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal deer map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal deer map.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\animal dog a map.bti","D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\animal dog a map.bti","30","True","1","False","BC2","﻿alpha=1 noalphatest fmt=BC2"
"textures\animal dog b map.bti","D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\animal dog b map.bti","30","True","1","False","BC2","﻿alpha=1 noalphatest fmt=BC2"
"textures\animal dove.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal dove.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal duck map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal duck map.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\animal eagle map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal eagle map.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\animal elephant indian.bti","D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\animal elephant indian.bti","18","True","0","False","BC1","﻿alpha=0 fmt=BC1"
"textures\animal elephant map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal elephant map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal elk corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal elk corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal elk corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal elk corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal elk map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal elk map.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\animal fish anchovy.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal fish anchovy.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\animal fish herring.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal fish herring.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\animal fish mahi.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal fish mahi.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\animal fish perch.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal fish perch.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\animal fish salmon.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal fish salmon.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\animal flying purple hippo.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal flying purple hippo.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal flying purple love.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal flying purple love.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal flying purple rainbow.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal flying purple rainbow.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal gazelle corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal gazelle corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal gazelle corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal gazelle corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal gazelle map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal gazelle map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal giraffe corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal giraffe corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal giraffe corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal giraffe corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal giraffe map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal giraffe map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal goat corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal goat corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal goat corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal goat corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal goat map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal goat map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal goatnubian map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal goatnubian map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal hawk map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hawk map.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\animal hawk.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hawk.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\animal hippo corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hippo corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal hippo corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hippo corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal hippo map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hippo map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal horse map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal horse map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal hyena corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hyena corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal hyena corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hyena corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal hyena map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal hyena map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal lion corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal lion corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal lion corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal lion corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal lion map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal lion map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal lizard corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal lizard corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal lizard map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard map.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\animal monkey corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal monkey corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal monkey corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal monkey corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal monkey map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal monkey map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal musk ox.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal musk ox.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal orca map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal orca map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal panda bear corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal panda bear corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal panda bear icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal panda bear map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal panda bear map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal parrot map.bti","D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\animal parrot map.bti","18","True","1","False","BC3","﻿alpha=1 fmt=BC3"
"textures\animal pig map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal pig map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal polar bear map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal polar bear map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal prmonkey.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal prmonkey.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal ram map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal ram map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal rhino corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal rhino corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal rhino corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal rhino corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal rhino map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal rhino map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal rooster.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal rooster.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\animal sea gull.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal sea gull.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal shark map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal shark map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal tiger corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal tiger corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal tiger icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal tiger map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger map.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\animal wallrus corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal wallrus corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal wallrus corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal wallrus corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal walrus map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal walrus map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal water buffalo corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal water buffalo corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal water buffalo corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal water buffalo corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal waterbuffalo map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal waterbuffalo map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal whale map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal whale map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal white tiger map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal white tiger map.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\Animal William Walrus Map.bti","D:\AI_upscaling\AoMEE\extracted\textures\Animal William Walrus Map.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\animal wolf arctic map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf arctic map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal wolf artic map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf artic map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal wolf corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal wolf corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal wolf map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal wolf map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal yak.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal yak.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\animal zebra map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal zebra map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\ankh.bti","D:\AI_upscaling\AoMEE\extracted\textures\ankh.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\archer c chu ko nu icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\archer c chu ko nu icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\archer c crossbow.bti","D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\archer c crossbow.bti","30","True","1","False","BC2","﻿alpha=1 noalphatest fmt=BC2"
"textures\archer c crossbowman bowstring.bti","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bowstring.bti","27","False","1","False","BC2","alpha=1 noalphatest fmt=BC2"
"textures\archer c crossbowman bronze.bti","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bronze.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\archer c crossbowman copper.bti","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman copper.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
