"Filename","Category","Width","Height","AlphaValueCount","AlphaType","TransparentPixels","PartialAlpha","OpaquePixels","AlphaCoveragePct","OpaqueCoveragePct","CoverageGroup","BTIFile"
"cavalry g hippikon horse iron.tga",,"128","128","3","MultiValue","14628","22","1734","10.718","10.583","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon horse iron.bti"
"cavalry g prodromos horse bronze.tga",,"128","128","3","MultiValue","14628","22","1734","10.718","10.583","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos horse bronze.bti"
"cavalry g prodromos horse iron.tga",,"128","128","3","MultiValue","14628","22","1734","10.718","10.583","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos horse iron.bti"
"villager x pony.tga",,"64","64","3","MultiValue","3645","16","435","11.011","10.62","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x pony.bti"
"cavalry g cataphract head iron.tga",,"32","32","2","Binary","915","0","109","10.645","10.645","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g cataphract head iron.bti"
"cavalry c chariot bronze.tga",,"128","128","78","MultiValue","13837","797","1750","15.546","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot bronze.bti"
"cavalry c chariot copper.tga",,"128","128","78","MultiValue","13837","797","1750","15.546","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot copper.bti"
"cavalry c chariot iron.tga",,"128","128","78","MultiValue","13837","797","1750","15.546","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot iron.bti"
"cavalry c chariot standard.tga",,"128","128","78","MultiValue","13837","797","1750","15.546","10.681","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c chariot standard.bti"
"trade g caravan donkey.tga",,"64","64","3","MultiValue","3646","11","439","10.986","10.718","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\trade g caravan donkey.bti"
"archer n normal bronze.tga",,"64","64","41","MultiValue","3461","194","441","15.503","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal bronze.bti"
"archer n normal copper.tga",,"64","64","41","MultiValue","3461","194","441","15.503","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal copper.bti"
"archer n normal iron.tga",,"64","64","41","MultiValue","3461","194","441","15.503","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal iron.bti"
"infantry n bondi bronze.tga",,"64","64","41","MultiValue","3461","194","441","15.503","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi bronze.bti"
"infantry n bondi copper.tga",,"64","64","41","MultiValue","3461","194","441","15.503","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi copper.bti"
"infantry n bondi iron.tga",,"64","64","41","MultiValue","3461","194","441","15.503","10.767","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi iron.bti"
"infantry e mercenary.tga",,"64","64","3","MultiValue","3620","32","444","11.621","10.84","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e mercenary.bti"
"cine x kastor adult.tga",,"256","256","3","MultiValue","58321","82","7133","11.009","10.884","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x kastor adult.bti"
"special n jormund brood hump.tga",,"64","128","2","Binary","7296","0","896","10.938","10.938","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n jormund brood hump.bti"
"sfx meteorite splat decal.tga",,"128","128","3","MultiValue","14407","160","1817","12.067","11.09","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\sfx meteorite splat decal.bti"
"infantry x 2 sword fighter hero.tga",,"64","64","3","MultiValue","3612","26","458","11.816","11.182","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter hero.bti"
"infantry x 2 sword fighter iron.tga",,"64","64","3","MultiValue","3612","26","458","11.816","11.182","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x 2 sword fighter iron.bti"
"archer c crossbowman bronze.tga",,"64","64","93","MultiValue","3152","484","460","23.047","11.23","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bronze.bti"
"archer c crossbowman copper.tga",,"64","64","93","MultiValue","3152","484","460","23.047","11.23","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman copper.bti"
"archer c crossbowman iron.tga",,"64","64","93","MultiValue","3152","484","460","23.047","11.23","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman iron.bti"
"special g agamemnon.tga",,"128","128","3","MultiValue","14443","65","1876","11.847","11.45","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon.bti"
"attachments g shield bronze.tga",,"128","64","3","MultiValue","7059","186","947","13.831","11.56","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments g shield bronze.bti"
"special c terracotta soldier.tga",,"128","128","8","MultiValue","14216","264","1904","13.232","11.621","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier.bti"
"toxotemap.tga",,"256","256","3","MultiValue","57768","58","7710","11.853","11.765","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\toxotemap.bti"
"cine g ajax map.tga",,"256","256","3","MultiValue","57626","134","7776","12.07","11.865","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g ajax map.bti"
"cine n huskarl cape.tga",,"128","128","3","MultiValue","14208","216","1960","13.281","11.963","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine n huskarl cape.bti"
"villager e male standard.tga",,"64","64","3","MultiValue","3591","10","495","12.329","12.085","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager e male standard.bti"
"hero g belerophon shield.tga",,"64","32","3","MultiValue","1790","10","248","12.598","12.109","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g belerophon shield.bti"
"hero g bellerophon shield.tga",,"64","32","3","MultiValue","1790","10","248","12.598","12.109","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g bellerophon shield.bti"
"attachments x shield heavy.tga",,"128","64","3","MultiValue","7058","141","993","13.843","12.122","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments x shield heavy.bti"
"mu x atlantean hundred giant map.tga",,"128","128","3","MultiValue","14310","69","2005","12.659","12.238","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean hundred giant map.bti"
"attachments x shield medium.tga",,"128","64","3","MultiValue","7059","111","1022","13.831","12.476","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments x shield medium.bti"
"hero x kastor.tga",,"64","64","3","MultiValue","3573","11","512","12.769","12.5","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero x kastor.bti"
"special e phoenix egg.tga",,"64","64","2","Binary","3584","0","512","12.5","12.5","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix egg.bti"
"cavalry x javelin bronze.tga",,"64","64","3","MultiValue","3544","32","520","13.477","12.695","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin bronze.bti"
"cavalry x javelin hero.tga",,"64","64","3","MultiValue","3544","32","520","13.477","12.695","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin hero.bti"
"cavalry x javelin iron.tga",,"64","64","3","MultiValue","3544","32","520","13.477","12.695","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin iron.bti"
"attachments n shield iron.tga",,"128","64","3","MultiValue","7044","90","1058","14.014","12.915","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments n shield iron.bti"
"cavalry e war elephant rider bronze.tga",,"64","64","3","MultiValue","3551","16","529","13.306","12.915","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant rider bronze.bti"
"cavalry e war elephant rider iron.tga",,"64","64","3","MultiValue","3551","16","529","13.306","12.915","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant rider iron.bti"
"infantry e spearman iron.tga",,"64","64","2","Binary","3561","0","535","13.062","13.062","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman iron.bti"
"trade x caravan.tga",,"64","64","3","MultiValue","3545","11","540","13.452","13.184","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\trade x caravan.bti"
"attachments a shields map.tga",,"128","128","3","MultiValue","14034","156","2194","14.343","13.391","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments a shields map.bti"
"cavalry c scout iron.tga",,"64","64","95","MultiValue","3090","456","550","24.561","13.428","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout iron.bti"
"special n einheriar upgrade.tga",,"64","64","2","Binary","3546","0","550","13.428","13.428","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n einheriar upgrade.bti"
"special n einheriar.tga",,"64","64","2","Binary","3546","0","550","13.428","13.428","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n einheriar.bti"
"attachments e shield iron.tga",,"128","64","3","MultiValue","6966","122","1104","14.966","13.477","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments e shield iron.bti"
"cine x hp melagiusmap.tga",,"256","256","3","MultiValue","56549","143","8844","13.713","13.495","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp melagiusmap.bti"
"cine a brokk map.tga",,"256","256","3","MultiValue","56567","80","8889","13.686","13.564","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a brokk map.bti"
"cine a eitri map.tga",,"256","256","3","MultiValue","56567","80","8889","13.686","13.564","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a eitri map.bti"
"cavalry g hetairoi bronze.tga",,"64","64","3","MultiValue","3514","22","560","14.209","13.672","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hetairoi bronze.bti"
"cavalry g hetairoi copper.tga",,"64","64","3","MultiValue","3514","22","560","14.209","13.672","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hetairoi copper.bti"
"special n raven.tga",,"64","64","2","Binary","3536","0","560","13.672","13.672","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n raven.bti"
"infantry x trident soldier hero.tga",,"64","64","3","MultiValue","3447","87","562","15.845","13.721","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier hero.bti"
"infantry x trident soldier iron.tga",,"64","64","3","MultiValue","3447","87","562","15.845","13.721","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier iron.bti"
"mu x atlantean flying medic map.tga",,"128","128","3","MultiValue","14024","110","2250","14.404","13.733","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean flying medic map.bti"
"mu x nereid rider map.tga",,"128","128","3","MultiValue","14024","110","2250","14.404","13.733","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x nereid rider map.bti"
"archer g crossbowman.tga",,"64","64","3","MultiValue","3526","5","565","13.916","13.794","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g crossbowman.bti"
"attachments e shield bronze.tga",,"128","64","3","MultiValue","6922","131","1139","15.503","13.904","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments e shield bronze.bti"
"attachments g shield iron.tga",,"128","64","3","MultiValue","6908","143","1141","15.674","13.928","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments g shield iron.bti"
"world a underworld passage color transform.tga",,"64","64","3","MultiValue","3497","27","572","14.624","13.965","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\world a underworld passage color transform.bti"
"attachments g shield copper.tga",,"128","64","3","MultiValue","7000","47","1145","14.551","13.977","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments g shield copper.bti"
"special n jormund brood.tga",,"128","128","3","MultiValue","13853","230","2301","15.448","14.044","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n jormund brood.bti"
"cine g chiron map.tga",,"256","256","3","MultiValue","56225","85","9226","14.207","14.078","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g chiron map.bti"
"cine g amanra map.tga",,"256","256","3","MultiValue","56098","165","9273","14.401","14.149","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g amanra map.bti"
"infantry x maceman bronze.tga",,"64","64","3","MultiValue","3495","16","585","14.673","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman bronze.bti"
"infantry x maceman copper.tga",,"64","64","3","MultiValue","3495","16","585","14.673","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman copper.bti"
"infantry x maceman hero.tga",,"64","64","3","MultiValue","3495","16","585","14.673","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman hero.bti"
"infantry x maceman iron.tga",,"64","64","3","MultiValue","3495","16","585","14.673","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman iron.bti"
"infantry x maceman standard.tga",,"64","64","3","MultiValue","3495","16","585","14.673","14.282","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x maceman standard.bti"
"scenario g kastor map.tga",,"64","64","3","MultiValue","3481","27","588","15.015","14.355","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g kastor map.bti"
"cine e setna.tga",,"256","256","3","MultiValue","56069","47","9420","14.445","14.374","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine e setna.bti"
"cine c jiaolong.tga",,"256","256","216","MultiValue","53464","2643","9429","18.42","14.388","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine c jiaolong.bti"
"siege c fire lance iron.tga",,"64","64","102","MultiValue","2862","642","592","30.127","14.453","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance iron.bti"
"archer n normal standard.tga",,"64","64","8","MultiValue","3416","85","595","16.602","14.526","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n normal standard.bti"
"special g chimera tail.tga",,"64","64","3","MultiValue","3493","5","598","14.722","14.6","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g chimera tail.bti"
"archer x bronze.tga",,"64","64","3","MultiValue","3484","11","601","14.941","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x bronze.bti"
"archer x copper.tga",,"64","64","3","MultiValue","3484","11","601","14.941","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x copper.bti"
"archer x hero.tga",,"64","64","3","MultiValue","3484","11","601","14.941","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x hero.bti"
"archer x iron.tga",,"64","64","3","MultiValue","3484","11","601","14.941","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x iron.bti"
"archer x standard.tga",,"64","64","3","MultiValue","3484","11","601","14.941","14.673","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer x standard.bti"
"special g colossus map.tga",,"128","128","3","MultiValue","13881","90","2413","15.277","14.728","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g colossus map.bti"
"special c azure dragon.tga",,"256","128","189","MultiValue","26643","1267","4858","18.692","14.825","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c azure dragon.bti"
"hero n ragnorok female.tga",,"64","64","3","MultiValue","3458","16","622","15.576","15.186","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok female.bti"
"villager n female.tga",,"64","64","3","MultiValue","3458","16","622","15.576","15.186","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager n female.bti"
"trash.tga",,"256","256","3","MultiValue","55346","47","10143","15.549","15.477","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\trash.bti"
"cavalry g cataphract iron.tga",,"64","64","3","MultiValue","3457","5","634","15.601","15.479","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g cataphract iron.bti"
"infantry c halberdier iron.tga",,"64","64","114","MultiValue","2808","652","636","31.445","15.527","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier iron.bti"
"cavalry c cataphract horse bronze.tga",,"128","128","77","MultiValue","13022","805","2557","20.52","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse bronze.bti"
"cavalry c cataphract horse copper.tga",,"128","128","77","MultiValue","13022","805","2557","20.52","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse copper.bti"
"cavalry c cataphract horse iron.tga",,"128","128","77","MultiValue","13022","805","2557","20.52","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse iron.bti"
"cavalry c cataphract horse standard.tga",,"128","128","77","MultiValue","13022","805","2557","20.52","15.607","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract horse standard.bti"
"scenario theocrat staff.tga",,"32","8","2","Binary","216","0","40","15.625","15.625","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat staff.bti"
"archer g peltast iron.tga",,"64","64","3","MultiValue","3418","33","645","16.553","15.747","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast iron.bti"
"cine g amanra old map.tga",,"256","256","3","MultiValue","54977","225","10334","16.112","15.768","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g amanra old map.bti"
"hero c general flag.tga",,"128","64","2","Binary","6897","0","1295","15.808","15.808","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general flag.bti"
"mu x automation map.tga",,"64","64","3","MultiValue","3420","27","649","16.504","15.845","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x automation map.bti"
"cine e axeman.tga",,"256","256","3","MultiValue","55058","75","10403","15.988","15.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine e axeman.bti"
"world e statue ra.tga",,"128","128","2","Binary","13778","0","2606","15.906","15.906","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\world e statue ra.bti"
"cine a arkantosman map.tga",,"256","256","3","MultiValue","54997","111","10428","16.081","15.912","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a arkantosman map.bti"
"greekheromap.tga",,"256","256","3","MultiValue","54969","76","10491","16.124","16.008","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\greekheromap.bti"
"attachments e shield copper.tga",,"128","64","3","MultiValue","6820","57","1315","16.748","16.052","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments e shield copper.bti"
"cine x hp arcusmap.tga",,"256","256","3","MultiValue","54875","121","10540","16.267","16.083","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp arcusmap.bti"
"attachments n shield copper.tga",,"128","64","3","MultiValue","6799","69","1324","17.004","16.162","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments n shield copper.bti"
"special g scylla.tga",,"256","256","3","MultiValue","54698","181","10657","16.537","16.261","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g scylla.bti"
"hoplitemap.tga",,"256","256","3","MultiValue","54676","201","10659","16.571","16.264","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hoplitemap.bti"
"archer g peltast low standard.tga",,"32","32","3","MultiValue","847","10","167","17.285","16.309","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low standard.bti"
"special c monkey king.tga",,"128","256","175","MultiValue","26095","1318","5355","20.364","16.342","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c monkey king.bti"
"special e priest head.tga",,"32","16","2","Binary","428","0","84","16.406","16.406","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special e priest head.bti"
"scenario e setna map.tga",,"64","64","3","MultiValue","3381","27","688","17.456","16.797","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario e setna map.bti"
"cavalry c cataphract copper.tga",,"64","64","79","MultiValue","3000","404","692","26.758","16.895","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract copper.bti"
"scenario b amanra map.tga",,"64","64","3","MultiValue","3372","32","692","17.676","16.895","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario b amanra map.bti"
"archer e slinger iron.tga",,"64","64","3","MultiValue","3327","75","694","18.774","16.943","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger iron.bti"
"cine g ajax old map.tga",,"256","256","2","Binary","54345","0","11191","17.076","17.076","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine g ajax old map.bti"
"g hypaspist highmodelmap.tga",,"256","256","3","MultiValue","54209","106","11221","17.284","17.122","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\g hypaspist highmodelmap.bti"
"scenario c jiaolong.tga",,"256","256","180","MultiValue","52587","1695","11254","19.759","17.172","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong.bti"
"infantry g hoplite copper.tga",,"64","64","3","MultiValue","3323","65","708","18.872","17.285","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite copper.bti"
"attachments n shield bronze.tga",,"128","64","3","MultiValue","6734","37","1421","17.798","17.346","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments n shield bronze.bti"
"cine a arkantos map.tga",,"256","256","3","MultiValue","53974","85","11477","17.642","17.513","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine a arkantos map.bti"
"hero g achilles cape.tga",,"64","32","18","MultiValue","1440","247","361","29.688","17.627","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g achilles cape.bti"
"siege x chieroballista man upgrade.tga",,"64","64","3","MultiValue","3319","38","739","18.97","18.042","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man upgrade.bti"
"siege x chieroballista man.tga",,"64","64","3","MultiValue","3319","38","739","18.97","18.042","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man.bti"
"cavalry e camelry map.tga",,"64","64","3","MultiValue","3323","27","746","18.872","18.213","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry map.bti"
"cine e infantry map.tga",,"256","256","3","MultiValue","53529","33","11974","18.321","18.271","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine e infantry map.bti"
"hero g perseus standard.tga",,"64","64","3","MultiValue","3294","43","759","19.58","18.53","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g perseus standard.bti"
"scenario c shun.tga",,"128","128","98","MultiValue","11202","2118","3064","31.628","18.701","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c shun.bti"
"cavalry g hippikon standard.tga",,"64","64","2","Binary","3323","0","773","18.872","18.872","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon standard.bti"
"infantry g hoplite standard.tga",,"64","64","3","MultiValue","3300","10","786","19.434","19.189","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite standard.bti"
"infantry x swordsman bronze.tga",,"64","64","2","Binary","3305","0","791","19.312","19.312","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman bronze.bti"
"infantry x swordsman copper.tga",,"64","64","2","Binary","3305","0","791","19.312","19.312","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman copper.bti"
"infantry x swordsman hero.tga",,"64","64","2","Binary","3305","0","791","19.312","19.312","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman hero.bti"
"infantry x swordsman iron.tga",,"64","64","2","Binary","3305","0","791","19.312","19.312","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman iron.bti"
"infantry x swordsman standard.tga",,"64","64","2","Binary","3305","0","791","19.312","19.312","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x swordsman standard.bti"
"mu x atlantean lampedes map.tga",,"128","128","3","MultiValue","13045","150","3189","20.38","19.464","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean lampedes map.bti"
"archer n throwing axeman iron.tga",,"64","64","3","MultiValue","3258","33","805","20.459","19.653","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman iron.bti"
"special n valkyrie upgrade.tga",,"64","64","3","MultiValue","3251","33","812","20.63","19.824","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n valkyrie upgrade.bti"
"cine c shun.tga",,"512","512","252","MultiValue","202802","6780","52562","22.637","20.051","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine c shun.bti"
"special e priest.tga",,"64","64","3","MultiValue","3226","48","822","21.24","20.068","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special e priest.bti"
"scenario x amanra map.tga",,"64","64","3","MultiValue","3209","42","845","21.655","20.63","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario x amanra map.bti"
"special x oracle hero.tga",,"64","64","3","MultiValue","3216","33","847","21.484","20.679","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special x oracle hero.bti"
"special x oracle.tga",,"64","64","3","MultiValue","3216","33","847","21.484","20.679","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special x oracle.bti"
"cavalry x lancer bronze.tga",,"64","64","3","MultiValue","3236","5","855","20.996","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer bronze.bti"
"cavalry x lancer copper.tga",,"64","64","3","MultiValue","3236","5","855","20.996","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer copper.bti"
"cavalry x lancer iron.tga",,"64","64","3","MultiValue","3236","5","855","20.996","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer iron.bti"
"cavalry x lancer standard.tga",,"64","64","3","MultiValue","3236","5","855","20.996","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer standard.bti"
"scenario n brokk standard.tga",,"64","64","3","MultiValue","3220","21","855","21.387","20.874","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n brokk standard.bti"
"infantry g hoplite bronze.tga",,"64","64","3","MultiValue","3207","32","857","21.704","20.923","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite bronze.bti"
"special n valkyrie map.tga",,"128","128","3","MultiValue","12911","27","3446","21.198","21.033","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n valkyrie map.bti"
"cavalry g hippikon iron.tga",,"64","64","3","MultiValue","3217","11","868","21.46","21.191","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon iron.bti"
"special e avenger map.tga",,"128","128","3","MultiValue","12882","22","3480","21.375","21.24","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special e avenger map.bti"
"cavalry g hippikon bronze.tga",,"64","64","3","MultiValue","3197","22","877","21.948","21.411","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon bronze.bti"
"infantry g hoplite iron.tga",,"64","64","3","MultiValue","3205","11","880","21.753","21.484","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite iron.bti"
"special c jiangshi head.tga",,"32","32","33","MultiValue","638","166","220","37.695","21.484","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi head.bti"
"archer g toxotes bronze.tga",,"64","64","3","MultiValue","3176","38","882","22.461","21.533","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes bronze.bti"
"archer e slinger bronze.tga",,"64","64","3","MultiValue","3175","37","884","22.485","21.582","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger bronze.bti"
"villager x male hero.tga",,"64","64","3","MultiValue","3181","31","884","22.339","21.582","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x male hero.bti"
"villager x male.tga",,"64","64","3","MultiValue","3181","31","884","22.339","21.582","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x male.bti"
